ts,family,market,side,qty,px,purpose,est_day,rested_h,fair,band_lo,band_hi,conf,touch_bid,touch_ask,conc,pos_after,why,oid
1789578582.8,cfb,aachc-cfb-wins-2026-11-28-kan-5pt5wins,BUY,1,0.42,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG0H627JVNJ
1789578582.9,cfb,aachc-cfb-wins-2026-11-28-vir-5pt5wins,BUY,1,0.94,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG0J9BYRVNP
1789578583.0,cfb,aachc-cfb-wins-2026-11-28-washst-4pt5wins,BUY,2,0.46,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG0P4MJRVNG
1789578583.5,cfb,aachc-cfb-wins-2026-11-28-aubrn-8pt5wins,SELL,1,0.15,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG0H62YEVNJ
1789578583.6,cfb,aachc-cfb-wins-2026-11-28-pennst-9pt5wins,BUY,1,0.56,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG0J9CVRVNP
1789578638.0,cfb,aachc-cfb-wins-2026-11-28-frest-8pt5wins,SELL,2,0.01,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG10GGNRVNM
1789578638.0,cfb,aachc-cfb-wins-2026-11-28-bayl-7pt5wins,SELL,4,0.2,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG12SFNAVNN
1789578639.0,cfb,aachc-cfb-wins-2026-11-28-sc-6pt5wins,SELL,0.01,0.5,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG13G95CVNJ
1789578639.5,cfb,aachc-cfb-wins-2026-11-28-iowast-3pt5wins,SELL,1,0.83,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG12SH9WVNN
1789578640.3,cfb,aachc-cfb-wins-ou-2026-11-28-utahst,SELL,1,0.05,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG13JY1JVNA
1789578640.5,cfb,aachc-cfb-wins-ou-2026-11-28-mary,BUY,1,0.5,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG10QDEEVNQ
1789578640.7,cfb,aachc-cfb-wins-2026-11-28-mst-6pt5wins,SELL,1,0.2,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG18D9YJVNK
1789578641.1,cfb,aachc-cfb-wins-2026-11-28-col-2pt5wins,SELL,0.01,0.95,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG1808JJVNG
1789578641.6,cfb,aachc-cfb-wins-2026-11-28-ill-7pt5wins,SELL,1,0.24,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG18DB8MVNK
1789578641.8,cfb,aachc-cfb-wins-2026-11-28-arz-5pt5wins,SELL,0.5,0.82,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG10GMNAVNM
1789578643.0,nfl,tec-nfl-coty-2027-02-11-w-mikmcc,SELL,0.01,0.02,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG188CCGVNN
1789578643.1,nfl,ftsc-nfl-qbmostfp-2027-01-10-dramay,SELL,2,0.04,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG180A9PVNG
1789579585.9,cfb,aachc-cfb-wins-2026-11-28-pennst-9pt5wins,SELL,1,0.55,sell,0,0,,54,59,0.546,0.55,0.56,0.02,0,taker dump — sold into the bid (the carved exception),CHG9GB1CYVNA
1789579585.9,nfl,ftsc-nfl-flexmostfp-2027-01-10-camska,SELL,1,0.01,sweep,0,0.26,,4,18,0.233,0.01,0.02,0.1,0,the dust sweep (owner; 2026-09-13): 1 sh worth $0.01 at the midpoint; crossed at,CHG1D0ACTVNG
1789579585.9,nfl,ftsc-nfl-flexmostfp-2027-01-10-ashjea,SELL,1,0.01,sweep,0,0.26,,4,16,0.233,0.01,0.02,0.09,0,the dust sweep (owner; 2026-09-13): 1 sh worth $0.01 at the midpoint; crossed at,CHG1BPQWTVNM
1789579585.9,nfl,ftsc-nfl-dstmostfp-2027-01-10-jax,SELL,1,0.01,sweep,0,0.25,,2,10,0.046,0.01,0.02,0.04,0,the dust sweep (owner; 2026-09-13): 1 sh worth $0.01 at the midpoint; crossed at,CHG19VDVGVNP
1789579585.9,nfl,ftsc-nfl-kmostfp-2027-01-10-jassan,SELL,1,0.01,sweep,0,0.25,,1,5,0.049,0.01,0.02,0.01,0,the dust sweep (owner; 2026-09-13): 1 sh worth $0.01 at the midpoint; crossed at,CHG1E83RGVNJ
1789579585.9,nfl,ftsc-nfl-flexmostfp-2027-01-10-abro,SELL,1,0.02,sweep,0,0.25,,7,18,0.235,0.02,0.03,0.1,0,the dust sweep (owner; 2026-09-13): 1 sh worth $0.03 at the midpoint; crossed at,CHG1D0BKCVNG
1789580352.0,cfb,aachc-cfb-wins-2026-11-28-vir-5pt5wins,SELL,1,0.93,sell,0,0,,89,95,0.226,0.93,0.94,-0.01,0,taker dump — sold into the bid (the carved exception),CHGEYMNTRVNM
1789583496.0,cfb,aachc-cfb-wins-2026-11-28-washst-5pt5wins,BUY,0.47,0.38,backfill,,0.6,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHGNTEGREVNR
1789585502.2,cfb,aachc-cfb-wins-2026-11-28-col-2pt5wins,BUY,0.1,0.93,backfill,,0.51,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHH7745ZRVNK
1789597522.4,cfb,aachc-cfb-wins-ou-2026-11-28-utahst,BUY,1,0.13,backfill,,4.75,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHGEZ7GGJVNQ
1789598446.9,cfb,aachc-cfb-wins-2026-11-28-boise-5pt5wins,BUY,0.5,0.95,earn,2.1246,6.88,,94,99,0,0.91,0.95,-0.02,0.5,joins the touch — the book has been quiet,CHEVFE0YYVNN
1789598755.2,cfb,aachc-cfb-wins-2026-11-28-pennst-7pt5wins,BUY,0.01,0.9,backfill,,1.97,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHK46DSGPVNQ
1789598871.4,cfb,aachc-cfb-wins-2026-11-28-boise-5pt5wins,BUY,0.01,0.94,hand,,0.04,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CHMSJJNTWVNN
1789602987.3,cfb,aachc-cfb-wins-2026-11-28-boscol-1pt5wins,BUY,0.1,0.97,backfill,,10.45,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHCTQ62WMVNA
1789604560.6,cfb,aachc-cfb-wins-2026-11-28-boise-5pt5wins,BUY,0.01,0.93,earn,0.0345,0.4,,92,96,0.618,0.94,0.95,-0.01,1.01,3 ticks in front of the touch — we would hold 0% of the bid side,CHNWTB4RGVNJ
1789608295.4,cfb,aachc-cfb-wins-2026-11-28-kan-5pt5wins,SELL,1,0.41,sell,0,0,,41,47,0.3,0.41,0.42,0.02,0,taker dump — sold into the bid (the carved exception),CHQ43TRVTVNN
1789618569.3,politics,ussewc-usse-la-2026-11-03-dem,SELL,2,0.06,hand,,0.11,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CHSD4Q902VNR
1789619753.5,politics,usgubewc-usgub-mn-2026-11-03-rep,SELL,20,0.06,earn,0.3033,4.22,0.010025,2,7,0.138,0.06,0.08,-0.05,-20,at the touch — a fill here is 4 ticks inside value (Silver + evidence),CHP717H84VNA
1789620565.1,politics,ussewc-usse-sc-2026-11-03-dem,SELL,20,0.17,earn,0.7437,1.75,0.106725,12,16,0.611,0.17,0.22,-0.0633,-40,1 tick behind the touch — we would hold 23% of the ask side,CHRFTS4JPVNH
1789620565.1,cfb,aachc-cfb-wins-2026-11-28-boise-5pt5wins,SELL,1,0.94,sell,0,0,,92,95,0.692,0.94,0.95,0,0,taker dump — sold into the bid (the carved exception),CHSZ59C7JVNR
1789621057.1,politics,paccc-usho-midterms-2026-11-03-dem,BUY,99,0.88,backfill,,0.01,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHT1PJM9WVNQ
1789621282.4,politics,usgubewc-usgub-mn-2026-11-03-dem,BUY,6.31,0.92,manual,0.0213,37.33,0.989975,93,97,0.387,0.92,0.96,-0.07,72.31,the owner's own order — the engine leaves it alone,CGT3FA6TWVB9
1789625252.1,politics,usgubewc-usgub-ri-2026-11-03-dem,BUY,220,0.93,sell,0,0.44,0.996725,92,96,0.544,0.91,0.94,-0.0667,442,buying back the short at or under what it sold for — the bid earns while it wait,CHTPNSWKGVNA
1789625516.9,nfl,tec-nfl-coty-2027-02-11-w-mikmcc,SELL,0.01,0.03,hand,,65.41,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG30986Q4VB2
1789625516.9,nfl,tec-nfl-coty-2027-02-11-w-mikmcc,SELL,0.01,0.03,hand,,65.41,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG300VR5YVB8
1789627828.8,politics,scc-hrep-rep-2026-11-03-gte210,SELL,0.01,0.31,backfill,,0.84,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHTZ0EWW6VNG
1789629944.4,cfb,aachc-cfb-wins-2026-11-28-iowast-4pt5wins,BUY,0.02,0.56,backfill,,10.07,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHKK4TVQGVNP
1789631634.1,politics,ewc-usse-mi-2026-11-03-dem,BUY,155,0.64,sell,4.4186,3.74,0.7377,63,68,0.369,0.63,0.64,-0.0977,0,an exit — its fill reduces the position it sits on,CHSCWW5X2VNR
1789634030.2,politics,paccc-usse-midterms-2026-11-03-dem,BUY,88,0.588,focus,20.1774,0.32,0.5,58,61,0.72,0.588,0.589,0.088,0,focus exit: ~$46.17/day; fill odds 61%/day; EV +46.28/day,CHWV0R3QAVNA
1789634119.3,politics,scc-senate-gop-2026-11-03-lte45,SELL,19.55,0.09,backfill,,8.4,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHP1N2KGRVNH
1789634603.5,cfb,aachc-cfb-wins-2026-11-28-lsu-6pt5wins,SELL,4.78,0.86,backfill,,0.34,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHWYPJW1YVNR
1789635670.3,cfb,aachc-cfb-wins-2026-11-28-cin-3pt5wins,SELL,5,0.87,earn,0.3257,4.86,,78,88,0,0.94,0.95,-0.03,-5,joins the touch — the book has been quiet,CHSDXHJA6VNH
1789635670.3,cfb,aachc-cfb-wins-2026-11-28-iowast-2pt5wins,SELL,5,0.91,earn,2.579,1.12,,88,97,0,0.91,0.98,0.01,-5,joins the touch — the book has been quiet,CHWKA3RQWVNG
1789638678.6,politics,ussewc-usse-il-2026-11-03-dem,BUY,0.17,0.93,manual,0.0001,69.05,0.997,94,98,0.397,0.93,0.98,-0.067,9.65,the owner's own order — the engine leaves it alone,CG2Z6EJVRVB3
1789639985.1,politics,ussewc-usse-il-2026-11-03-dem,BUY,4.65,0.93,hand,,69.45,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2Z6EJVRVB3
1789639985.1,politics,ussewc-usse-il-2026-11-03-dem,BUY,5.18,0.93,hand,,69.45,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2Z6EJVRVB3
1789640329.0,politics,ussewc-usse-wv-2026-11-03-rep,SELL,10,0.97,sell,0.0635,36.89,0.999925,96,99,0.412,0.96,0.97,0.0299,0,selling filled stock — it earns while it waits,CGZ1Q28QTVNH
1789640732.3,politics,paccc-usho-midterms-2026-11-03-rep,BUY,84,0.129,hand,,0.09,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CHYP7S47GVNG
1789641064.7,politics,ussewc-usse-tn-2026-11-03-rep,BUY,20,0.94,earn,0.632,1.95,0.999725,93,98,0.559,0.7,0.93,-0.0597,30,at the touch — a fill here is 3 ticks inside value (Silver + evidence),CHX4J3K90VNK
1789641064.7,politics,usgubewc-usgub-sd-2026-11-03-dem,SELL,10,0.02,earn,0.3953,1.95,0.004075,1,3,0.508,0.01,0.06,-0.0159,-10,joins the touch — the book has been quiet,CHX4J3KNPVNK
1789641801.4,politics,paccc-usho-midterms-2026-11-03-rep,BUY,68,0.121,focus,35.2723,0.29,0.1215,15,18,0.838,0.121,0.122,-0.0005,220,focus entry: ~$32.38/day; fill odds 59%/day; EV +25.46/day,CHYRXRJ0AVNQ
1789641801.4,politics,usgubewc-usgub-tn-2026-11-03-rep,BUY,1,0.98,earn,6.2353,0.2,0.99835,93,97,0.512,0.93,0.99,-0.0183,1,5 ticks in front of the touch — we would hold 100% of the bid side,CHYV3S8Q0VNM
1789643035.3,politics,paccc-usse-midterms-2026-11-03-dem,BUY,6,0.588,backfill,,0.54,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHYV1GBF6VNA
1789644736.1,politics,ewc-usse-mi-2026-11-03-dem,SELL,7,0.64,backfill,,0.46,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHZAC2D6CVNG
1789644739.1,politics,ushrewc-ushr-pa-01-2026-11-03-rep,SELL,36,0.63,backfill,,9.58,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHQJ3HFAMVNA
1789644753.1,politics,usgubewc-usgub-sd-2026-11-03-rep,SELL,8,0.95,backfill,,0.81,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHZ10GP86VNR
1789644987.3,politics,enwc-uspres-nom-dem-2028-markel,BUY,20,0.05,backfill,,38.19,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CGZ17J762VNJ
1789645005.9,politics,ussewc-usse-sc-2026-11-03-dem,BUY,0.18,0.14,backfill,,6.59,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHT413M1GVNJ
1789645085.8,cfb,aachc-cfb-wins-2026-11-28-arz-5pt5wins,BUY,1,0.82,backfill,,18.15,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHG9E3P04VNJ
1789645213.5,politics,usgubewc-usgub-mn-2026-11-03-dem,BUY,0.38,0.92,backfill,,43.99,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CGT3FA6TWVB9
1789645828.0,nfl,aqc-nfl-afc-2027-01-24-champq-den,SELL,0.16,0.23,hand,,71.05,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG308Z0T6VB7
1789645828.0,nfl,aqc-nfl-afc-2027-01-24-champq-den,SELL,0.52,0.23,hand,,71.05,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG308Z0T6VB7
1789646088.8,politics,usgubewc-usgub-mn-2026-11-03-dem,BUY,6,0.92,manual,0.0466,44.22,0.989975,92,96,0.562,0.92,0.95,-0.07,79,the owner's own order — the engine leaves it alone,CGT3FA6TWVB9
1789646088.8,politics,ussewc-usse-wv-2026-11-03-dem,SELL,10,0.05,earn,0.3637,15.14,7.5e-05,1,5,0.122,0.04,0.09,-0.0499,-10,at the touch — a fill here is 5 ticks inside value (Silver + evidence),CHK3N4QVPVNQ
1789646088.8,politics,usgubewc-usgub-nm-2026-11-03-dem,BUY,20,0.89,earn,0.4029,11.34,0.98755,89,95,0.116,0.89,0.9,-0.0975,20,at the touch — a fill here is 9 ticks inside value (Silver + evidence),CHPCG90TRVNK
1789646088.8,politics,usgubewc-usgub-ok-2026-11-03-dem,SELL,20,0.1,earn,0.8224,8.16,0.040075,3,9,0.319,0.12,0.16,-0.0599,-40,at the touch — a fill here is 5 ticks inside value (Silver + evidence),CHS2QRCDGVNG
1789646088.8,politics,ussewc-usse-ms-2026-11-03-rep,BUY,10,0.92,earn,1.8345,6.89,0.974575,92,97,0.331,0.15,0.92,-0.0546,20,at the touch — a fill here is 4 ticks inside value (Silver + evidence),CHT42FNPPVNK
1789646088.8,politics,ussewc-usse-id-2026-11-03-rep,BUY,20,0.94,earn,2.0161,3.55,0.9978,93,97,0.728,0.88,0.95,-0.0578,20,1 tick behind the touch — we would hold 33% of the bid side,CHWY2QDTYVNM
1789646088.8,politics,ussewc-usse-ar-2026-11-03-rep,BUY,10,0.93,earn,0.3037,3.35,0.9819,89,95,0.255,0.91,0.92,-0.0519,10,1 tick in front of the touch — we would hold 44% of the bid side,CHX4FA26CVNJ
1789646088.8,politics,ussewc-usse-sd-2026-11-03-rep,BUY,10,0.93,earn,0.3449,3.17,0.98765,91,96,0.747,0.84,0.93,-0.0576,10,1 tick behind the touch — we would hold 6% of the bid side,CHXA1G2ERVNA
1789646088.8,politics,scc-hrep-rep-2026-11-03-gte180,BUY,8,0.91,focus,0.7701,0.21,0.92225,90,94,0.046,0.91,0.92,-0.0122,8,focus entry: ~$1.18/day; fill odds 33%/day; EV +1.09/day,CHZW2SJVYVNJ
1789646088.8,cfb,aachc-cfb-wins-2026-11-28-clmsn-5pt5wins,BUY,1,0.7,earn,0.1263,9.61,,72,78,0.515,0.56,0.59,-0.05,1,1 tick behind the touch — we would hold 3% of the bid side,CHQVTKEC4VNK
1789646088.8,cfb,aachc-cfb-wins-2026-11-28-col-2pt5wins,BUY,0.5,0.94,earn,0.0614,9.61,,93,97,0.527,0.87,0.96,-0.01,0.5,1 tick behind the touch — we would hold 12% of the bid side,CHQVPQ6G2VNG
1789646088.8,cfb,aachc-cfb-wins-2026-11-28-clmsn-7pt5wins,SELL,0.5,0.34,earn,0.0451,6.89,,32,39,0,0.35,0.41,0.01,-0.5,joins the touch — the book has been quiet,CHT4NKPXJVNG
1789646088.8,cfb,aachc-cfb-wins-2026-11-28-arz-5pt5wins,SELL,1,0.82,sell,0,0,,82,87,0.538,0.82,0.83,0.03,0,taker dump — sold into the bid (the carved exception),CJ02V1NM0VNR
1789646114.6,politics,scc-senate-gop-2026-11-03-49,SELL,6,0.15,backfill,,0.17,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHZXB54B8VNH
1789646124.4,politics,usgubewc-usgub-hi-2026-11-03-dem,BUY,20,0.97,backfill,,2.9,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHXGSDCXEVNR
1789646346.5,cfb,aachc-cfb-wins-2026-11-28-boscol-1pt5wins,BUY,0.5,0.97,backfill,,11.98,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHNWQCPN4VNR
1789646831.6,politics,paccc-usho-midterms-2026-11-03-dem,SELL,465,0.89,hand,,1.87,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CHYKVYDW2VNH
1789646831.6,politics,paccc-usho-midterms-2026-11-03-dem,BUY,430,0.89,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ07ED31GVNA
1789646831.6,politics,paccc-usho-midterms-2026-11-03-dem,SELL,770,0.89,hand,,2.41,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CHY4X2YFRVNG
1789646839.3,politics,paccc-usho-midterms-2026-11-03-rep,SELL,103,0.121,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ07HFWVJVNJ
1789646839.3,politics,paccc-usho-midterms-2026-11-03-rep,BUY,49,0.121,hand,,0.6,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CHZPVAZ76VNJ
1789647157.4,politics,paccc-usse-midterms-2026-11-03-dem,SELL,6,0.587,backfill,,0.34,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ00Q4YM6VNH
1789648635.2,politics,ewc-usse-mi-2026-11-03-rep,BUY,86,0.38,focus,8.0139,0.49,0.2623,37,40,0.409,0.37,0.38,0.1177,86,focus entry: ~$8.99/day; fill odds 62%/day; EV +5.09/day,CJ07HWH4WVNM
1789649358.2,politics,usgubewc-usgub-tn-2026-11-03-rep,SELL,1,0.93,backfill,,0.19,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ0MQ68B8VNP
1789649775.3,politics,ussewc-usse-tn-2026-11-03-rep,SELL,30,0.93,backfill,,0.3,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ0MS8ABEVNR
1789649798.7,politics,scc-senate-gop-2026-11-03-49,SELL,27,0.17,backfill,,0.32,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ0MGC8RYVNK
1789649809.6,politics,scc-senate-gop-2026-11-03-50,SELL,0.1,0.17,backfill,,42.08,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CGWTR4GX2VBA
1789650000.7,politics,scc-senate-gop-2026-11-03-50,SELL,35,0.17,sell,1.295,42.13,0.131075,14,18,0.512,0.16,0.17,-0.0389,230,an exit — its fill reduces the position it sits on,CGWTR4GX2VBA
1789651146.7,politics,ussewc-usse-ar-2026-11-03-rep,SELL,1.07,0.92,backfill,,0.68,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ0MV86TTVNH
1789651601.3,politics,paccc-usse-midterms-2026-11-03-dem,SELL,79,0.587,backfill,,0.5,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ0X637A2VNG
1789651817.1,politics,ussewc-usse-il-2026-11-03-dem,SELL,0.03,0.97,backfill,,2.04,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CHZMSVNXGVNG
1789652065.6,politics,usgubewc-usgub-ny-2026-11-03-rep,BUY,195,0.1,hand,,0.03,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ1DRF884VNQ
1789652637.6,politics,paccc-usse-midterms-2026-11-03-dem,SELL,31,0.587,hand,,0.15,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ1F1HWGPVNJ
1789653938.8,politics,usgubewc-usgub-nm-2026-11-03-rep,BUY,20,0.1,sell,0.0781,15.67,0.01245,4,10,0.484,0.03,0.05,0.0876,0,buying back the short at or under what it sold for — the bid earns while it wait,CHMGE38D4VNK
1789653938.8,politics,ewc-usse-nc-2026-11-03-rep,BUY,198,0.1,focus,9.1075,0.28,0.11335,9,13,0.624,0.1,0.11,-0.0134,198,focus entry: ~$11.02/day; fill odds 62%/day; EV +6.00/day,CJ1N9NHVAVNG
1789654311.2,politics,paccc-usse-midterms-2026-11-03-dem,SELL,47,0.587,backfill,,0.28,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ1R9ENQ8VNM
1789655087.9,politics,paccc-usse-midterms-2026-11-03-dem,SELL,8,0.587,hand,,0.12,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ22MTQ44VNP
1789655465.8,politics,usgubewc-usgub-nm-2026-11-03-rep,BUY,1,0.04,hand,,0.41,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ1Y13MXJVNM
1789655657.8,politics,usgubewc-usgub-ny-2026-11-03-rep,BUY,55,0.08,hand,,0.09,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ27G0JN4VNP
1789655840.7,politics,usgubewc-usgub-co-2026-11-03-dem,SELL,0.03,0.99,backfill,,74.01,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG2TYCFVCVBE
1789655849.2,politics,paccc-usse-midterms-2026-11-03-dem,SELL,1,0.587,hand,,0.03,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ2B69PACVNA
1789656003.8,cfb,aachc-cfb-wins-ou-2026-11-28-utahst,SELL,1,0.11,hand,,0.55,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ1YGQRVWVNP
1789656984.1,politics,paccc-usse-midterms-2026-11-03-dem,BUY,110,0.591,hand,,0.04,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ2KGEP4MVNR
1789658398.8,politics,usgubewc-usgub-sd-2026-11-03-dem,BUY,10,0.05,sell,1.5458,4.82,0.004075,1,4,0.629,0.02,0.05,0.0459,0,buying back the short at or under what it sold for — the bid earns while it wait,CHYV1G9W0VNA
1789658398.8,politics,ussewc-usse-id-2026-11-03-rep,SELL,20,0.92,sell,0,0.66,0.9978,93,96,0.767,0.91,0.95,0.0778,0,selling filled stock — it earns while it waits,CJ2DW66TWVNJ
1789658398.8,politics,ussewc-usse-sc-2026-11-03-dem,SELL,10,0.18,earn,1.738,0.66,0.106725,13,17,0.662,0.19,0.2,-0.0733,-50,1 tick behind the touch — we would hold 28% of the ask side,CJ2E2G1MEVNG
1789662146.8,politics,paccc-usho-midterms-2026-11-03-rep,SELL,32,0.121,hand,,0.04,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CJ3W4GBHEVNQ
1789663087.5,politics,cpoc-ussec-tx-me-2026-11-03-dsweep,BUY,1,0.64,hand,,0.38,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ3SW3EB2VNG
1789664340.1,politics,ussewc-usse-ky-2026-11-03-rep,BUY,10,0.93,earn,6.1485,15.98,0.9957,94,98,0.604,0.9,0.95,-0.0657,10,1 tick behind the touch — we would hold 84% of the bid side,CHPRYHKT8VNH
1789666334.0,politics,usgubewc-usgub-me-2026-11-03-rep,SELL,20,0.05,earn,0.7533,12.94,0.01015,3,7,0.491,0.05,0.06,-0.0399,-20,at the touch — a fill here is 2 ticks inside value (Silver + evidence),CHSS6EJM6VNN
1789666334.0,politics,ussewc-usse-fl-2026-11-03-rep,SELL,42.98,0.89,earn,2.778,12.05,0.8511,86,90,0.587,0.88,0.89,-0.0389,-43,at the touch — a fill here is 1 ticks inside value (Silver + evidence),CHTHCKQQRVNQ
1789666471.7,politics,cpoc-ussec-tx-me-2026-11-03-dsweep,SELL,18.26,0.53,hand,,0.03,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ4XNFN0RVNM
1789669511.7,politics,scc-hrep-rep-2026-11-03-gte210,SELL,0.01,0.31,hand,,12.42,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CHTZ0EWW6VNG
1789670289.5,politics,ussewc-usse-de-2026-11-03-rep,SELL,10,0.03,earn,0.5548,29.2,0.00095,1,4,0.083,0.02,0.03,-0.029,-10,1 tick in front of the touch — we would hold 97% of the ask side,CHCT9RNZCVNA
1789670289.5,politics,scc-hrep-rep-2026-11-03-gte210,SELL,129.86,0.31,sell,8.9209,12.63,0.3002,32,40,0,0.3,0.31,-0.0098,65.13,an exit — its fill reduces the position it sits on,CHTZ0EWW6VNG
1789670289.5,politics,paccc-usse-midterms-2026-11-03-dem,BUY,56,0.601,focus,2.9117,1,0.5,58,60,0.797,0.601,0.602,0.101,0,focus exit: ~$49.28/day; fill odds 63%/day; EV +49.08/day,CJ4ZXC1QJVNM
1789670570.7,cfb,aachc-cfb-wins-2026-11-28-nw-6pt5wins,BUY,1,0.33,earn,0.3148,4.62,,34,43,0,0.26,0.33,-0.05,1,joins the touch — the book has been quiet,CJ1YANSDPVNQ
1789671688.2,politics,paccc-usse-midterms-2026-11-03-dem,SELL,56,0.602,backfill,,0.38,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ5W8PD6MVNK
1789673279.9,politics,cpoc-ussec-tx-me-2026-11-03-dtx-rme,SELL,1,0.06,focus,125,0.06,,15,86,0,0.04,0.98,0.44,-1,focus entry: ~$125.00/day; fill odds 56%/day; EV +124.98/day,CJ6H06E8EVNJ
1789673348.4,politics,ussewc-usse-nj-2026-11-03-dem,SELL,1,0.98,backfill,,0.84,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ5WD3NVEVNM
1789673450.8,cfb,aachc-cfb-wins-2026-11-28-clmsn-5pt5wins,SELL,1,0.57,backfill,,7.57,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ02WNM30VNQ
1789673456.7,politics,paccc-usse-midterms-2026-11-03-dem,BUY,31,0.601,backfill,,0.49,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CJ66NYASAVNA
1789673478.2,politics,paccc-usse-midterms-2026-11-03-dem,BUY,37,0.601,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CJ6KFZ5P8VNM
